Title,Categories
Richard von Schoeller,"['Unternehmer (Montanindustrie)', 'Unternehmer (Österreich)', 'Unternehmer (Österreich-Ungarn)', 'Ehrenbürger der Technischen Universität Wien', 'Unternehmer (Wien)', 'Österreicher', 'Mitglied der Unternehmerfamilie Schoeller|Richard', 'Geboren 1871', 'Gestorben 1950', 'Mann']"
Emil Kießling,"['Papyrologe', 'Rechtshistoriker (Römisches Recht)', 'Person (London)', 'Hochschullehrer (Philipps-Universität Marburg)', 'Burschenschafter (20. Jahrhundert)', 'Deutscher', 'Geboren 1896', 'Gestorben 1985', 'Mann']"
Philipp Heinrich Kisling,"['Hofmaler (Baden)', 'Porträtmaler', 'Maler (Karlsruhe)', 'Durlach', 'Deutscher', 'Geboren 1746', 'Gestorben 1815', 'Mann']"
Johann Ludwig Kisling,"['Hofmaler (Baden)', 'Porträtmaler', 'Maler (Karlsruhe)', 'Durlach', 'Deutscher', 'Geboren 1746', 'Gestorben 1815', 'Mann']"
Werner Mittenzwei,"['Neuzeithistoriker', 'Hochschullehrer (Universität Leipzig)', 'Hörspielautor', 'Träger des Nationalpreises der DDR II. Klasse für Wissenschaft und Technik', 'Träger des Vaterländischen Verdienstordens in Bronze', 'Träger des Sterns der Völkerfreundschaft', 'Person (Grünhain-Beierfeld)', 'Person (Berlin)', 'Deutscher', 'Geboren 1929', 'Gestorben 1999', 'Mann']"
Claus Jacobi (Mediziner),"['Mediziner (20. Jahrhundert)', 'Psychotherapeut', 'Jazz-Klarinettist', 'Jazz-Pianist', 'Arrangeur', 'Deutscher', 'Geboren 1948', 'Mann']"
Ina Dietz,"['Hörfunkmoderator', 'Hörfunkjournalist', 'Fernsehjournalist', 'Fernsehmoderator (Deutschland)', 'Nachrichtensprecher', 'Person (Sat.1)', 'Person (Medien, Berlin)', 'Journalist (Deutschland)', 'Deutscher', 'Geboren 1972', 'Frau']"
Ferdinand Stark,"['CDU-Mitglied', 'Staatssekretär (Rheinland-Pfalz)', 'Träger des Bundesverdienstkreuzes am Bande', 'Träger des Verdienstordens des Landes Rheinland-Pfalz', 'Ehrenringträger der Stadt Mainz', 'Politiker (Mainz)', 'Korporierter im KV', 'Deutscher', 'Geboren 1926', 'Gestorben 2001', 'Mann']"
Gerth Schreiner,"['Person, für die ein Stolperstein verlegt wurde (Düsseldorf)]] umbenannt in [[Kategorie:Person, für die in Düsseldorf ein Stolperstein verlegt wurde]]: laut [[Kategorie Diskussion:Person, für die ein Stolperstein verlegt wurde#Unterkategorien besser ohne Klammern|Diskussion', 'SPD-Mitglied', 'Journalist (Deutschland)', 'Person, für die in Düsseldorf ein Stolperstein verlegt wurde', 'Deutscher', 'Geboren 1892', 'Gestorben 1940', 'Mann']"
Andrea Kiesling,"['Filmschauspieler', 'BZÖ-Mitglied', 'Österreicher', 'Geboren 1964', 'Frau']"
Patrick Schiffer,"['Designer', 'Parteivorsitzender der Piratenpartei Nordrhein-Westfalen', 'Bundesvorsitzender der Piratenpartei Deutschland', 'Bündnis-90/Die-Grünen-Mitglied', 'Politiker (21. Jahrhundert)', 'Politiker (Düsseldorf)', 'Deutscher', 'Geboren 1973', 'Mann']"
Ellen Schöler,"['Autor', 'Literatur (20. Jahrhundert)', 'Literatur (Deutsch)', 'Kinder- und Jugendliteratur', 'Deutscher', 'Geboren 1903', 'Gestorben 1984', 'Frau']"
Alwin Schaper,"['Journalist (DDR)', 'CDU-Mitglied (DDR)', 'Landtagsabgeordneter (Sachsen-Anhalt 1946–1952)', 'Träger der Franz-Mehring-Ehrennadel', 'Träger des Vaterländischen Verdienstordens in Silber', 'Deutscher', 'Geboren 1898', 'Gestorben 1979', 'Mann']"
Horst Stark,"['Filmschauspieler', 'Theaterschauspieler', 'Synchronsprecher', 'Hörspielsprecher', 'Deutscher', 'Geboren 1934', 'Mann']"
Helmut A. Müller,"['Lutherischer Geistlicher (20. Jahrhundert)', 'Lutherischer Geistlicher (21. Jahrhundert)', 'Person (Evangelische Landeskirche in Württemberg)', 'Ausstellungskurator', 'Deutscher', 'Geboren 1949', 'Mann']"
Wolfgang Kießling,"['Neuzeithistoriker', 'Hochschullehrer (Universität Leipzig)', 'Hörspielautor', 'Träger des Nationalpreises der DDR II. Klasse für Wissenschaft und Technik', 'Träger des Vaterländischen Verdienstordens in Bronze', 'Träger des Sterns der Völkerfreundschaft', 'Person (Grünhain-Beierfeld)', 'Person (Berlin)', 'Deutscher', 'Geboren 1929', 'Gestorben 1999', 'Mann']"
Stephan Körner (Richter),"['Richter (Verwaltungsgericht)', 'Richter (Sozialgericht)', 'Richter (Verfassungsgerichtshof des Saarlandes)', 'Kommunalpolitiker (Saarland)', 'Bündnis-90/Die-Grünen-Mitglied', 'Deutscher', 'Geboren 1964', 'Mann', 'Person (Saarbrücken)']"
Kurt Starke (Sexualwissenschaftler),"['Sexualwissenschaftler', 'Autor', 'Hochschullehrer (Leipzig)', 'Deutscher', 'DDR-Bürger', 'Geboren 1938', 'Mann']"
Hermann Dietz (Journalist),"['Journalist (Deutschland)', 'Deutscher', 'Geboren 1866', 'Gestorben 1939', 'Mann']"
Friedrich Ehrenreich von Ramin,"['Gouverneur (Preußen)', 'Person im Siebenjährigen Krieg (Preußen)', 'Ritter des Schwarzen Adlerordens', 'Träger des Pour le Mérite (Militärorden)', 'Domherr (Cammin)', 'Deutscher', 'Adliger', 'Geboren 1709', 'Gestorben 1782', 'Mann', 'General der Frühen Neuzeit (Brandenburg-Preußen)']"
Bruno Kisch,"['Kardiologe', 'Mediziner (20. Jahrhundert)', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'Deutscher', 'Person (Österreich-Ungarn)', 'Geboren 1890', 'Gestorben 1966', 'Mann']"
Werner Straub (Psychologe),"['Hochschullehrer (Technische Universität Dresden)', 'Psychologe', 'Rektor (Technische Universität Dresden)', 'Mitglied der Sächsischen Akademie der Wissenschaften', 'Träger des Vaterländischen Verdienstordens in Silber', 'Träger des Banners der Arbeit', 'Deutscher', 'Geboren 1902', 'Gestorben 1983', 'Mann']"
Josef Schweighofer,"['Landtagspräsident (Oberösterreich)', 'Träger des Großen Goldenen Ehrenzeichens mit dem Stern für Verdienste um die Republik Österreich', 'Träger der Viktor-Adler-Plakette', 'Gewerkschafter (Österreich)', 'SPÖ-Mitglied', 'Geboren 1910', 'Gestorben 2010', 'Hundertjähriger', 'Mann']"
Karl Kißling,"['Internist', 'Mediziner (20. Jahrhundert)', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Person (Mannheim)', 'Sanitätsoffizier (Deutsches Reich)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Person im Zweiten Weltkrieg (Deutsches Reich)', 'Geboren 1875', 'Gestorben 1953', 'Mann']"
Stefan Körner (Kunsthistoriker),"['Kunsthistoriker', 'Absolvent der Universität Wien', 'Deutscher', 'Geboren 1978', 'Mann']"
Heinz Kretzschmar,"['Jazz-Saxophonist', 'Jazz-Klarinettist', 'Bigband-Leader', 'Arrangeur', 'Jazz (DDR)', 'Musiker (Dresden)', 'Musiker (Deutschland)', 'Musiker (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1926', 'Gestorben 2015', 'Mann']"
Wilhelm Ernst Starke,"['Pädagoge (18. Jahrhundert)', 'Reformierter Theologe (18. Jahrhundert)', 'Altphilologe (18. Jahrhundert)', 'Kirchenlieddichter', 'Person (Bernburg (Saale))', 'Person des Christentums (Anhalt)', 'Autor', 'Deutscher', 'Geboren 1692', 'Gestorben 1764', 'Mann']"
Erhardus Sperber,"['Lutherischer Theologe (16. Jahrhundert)', 'Lutherischer Theologe (17. Jahrhundert)', 'Sachbuchautor (Theologie)', 'Sachliteratur (Theologie)', 'Person der Reformation', 'Christlicher Geistlicher (Danzig)', 'Deutscher', 'Geboren 1529', 'Gestorben 1608', 'Mann']"
Theo Schöller,"['Unternehmer (Ernährungswirtschaft)', 'Unternehmer (Nürnberg)', 'Essen und Trinken (Nürnberg)', 'Mäzen', 'Honorarkonsul', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Ehrenbürger von Nürnberg', 'Ehrenbürger der Technischen Universität München', 'Ehrendoktor der Friedrich-Alexander-Universität Erlangen-Nürnberg', 'Träger der Bürgermedaille der Stadt Nürnberg', 'Träger des Bayerischen Verdienstordens', 'Träger des Großen Verdienstkreuzes des Niedersächsischen Verdienstordens', 'Deutscher', 'Geboren 1917', 'Gestorben 2004', 'Mann']"
Walter Julius Viktor Schoeller,"['Chemiker (20. Jahrhundert)', 'Corpsstudent (19. Jahrhundert)', 'Hochschullehrer (Albert-Ludwigs-Universität Freiburg)', 'NSDAP-Mitglied', 'Mitglied der Leopoldina (20. Jahrhundert)', 'Mitglied der Braunschweigischen Wissenschaftlichen Gesellschaft', 'Ehrendoktor der Technischen Universität Braunschweig', 'Ehrendoktor der Julius-Maximilians-Universität Würzburg', 'Träger des Großen Bundesverdienstkreuzes', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Person (Berlin)', 'Mitglied der Unternehmerfamilie Schoeller|Walter Julius Viktor', 'Deutscher', 'Geboren 1880', 'Gestorben 1965', 'Mann']"
Karin von Schweder-Schreiner,"['Übersetzer aus dem Englischen', 'Übersetzer aus dem Portugiesischen', 'Übersetzer ins Deutsche', 'Sänger', 'Deutscher', 'Geboren 1967', 'Mann']"
Barbara Schwaighofer,"['Landtagsabgeordneter (Tirol)', 'Politiker (Niederndorf)', 'Unternehmer (Österreich)', 'ÖVP-Mitglied', 'Österreicher', 'Geboren 1969', 'Frau']"
Matthias Kießling,"['Folkmusik (DDR)', 'Folksänger', 'Keyboarder', 'Komponist (Deutschland)', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
Annette Schäffler,"['Filmregisseur', 'Drehbuchautor', 'Animator', 'Deutscher', 'Geboren 1968', 'Mann']"
Günther Kieslich,"['Filmschauspieler', 'Theaterschauspieler', 'Synchronsprecher', 'Deutscher', 'Geboren 1926', 'Mann']"
Hanns Schreiner,"['Staatssekretär (Rheinland-Pfalz)', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1930', 'Gestorben 2016', 'Mann']"
Johannes Schweizer,"['Landschaftsarchitekt (Schweiz)', 'Schweizer', 'Geboren 1901', 'Gestorben 1983', 'Mann']"
Kaiser-Wilhelm-Ring (Köln),"['Industrieller (Köln)', 'Textilunternehmer (19. Jahrhundert)', 'Kunstmäzen', 'Stifter', 'Deutscher', 'Geboren 1833', 'Gestorben 1910', 'Mann']"
Gábor Kiss (Soziologe),"['Soziologe (20. Jahrhundert)', 'Hochschullehrer (Universität Bielefeld)', 'Hochschullehrer (Technische Universität Dortmund)', 'Deutscher', 'Ungar', 'Geboren 1931', 'Gestorben 1994', 'Mann']"
"Hermann Scheffler (Politiker, 1893)","['Person, für die im Bezirk Mitte ein Stolperstein verlegt wurde', 'Mitglied der Stadtverordnetenversammlung (Berlin)', 'Kommunalpolitiker (Berlin)', 'KPD-Funktionär', 'Person im Antimilitärischen Apparat', 'Rotfrontkämpfer', 'USPD-Mitglied', 'Gewerkschafter (Deutschland)', 'Betriebsrat', 'Person (Widerstand gegen den Nationalsozialismus)', 'Deutscher', 'Geboren 1893', 'Gestorben 1933', 'Mann', 'Person, für die im Bezirk Mitte ein Stolperstein verlegt wurde']"
Armin Feit,"['Rechtsanwalt (Deutschland)', 'Deutscher', 'Geboren 1927', 'Gestorben 2012', 'Mann']"
Carl Moritz Schreiner,"['Bildhauer (Deutschland)', 'Mitglied im Deutschen Künstlerbund', 'Bildhauer (Wuppertal)', 'Bildhauer (Düsseldorf)', 'Deutscher', 'Geboren 1889', 'Gestorben 1948', 'Mann']"
Ingo Schulze (Leichtathlet),"['Marathonläufer (Deutschland)', 'Deutscher', 'Geboren 1948', 'Mann']"
Margit Schreiner,"['Träger des Heinrich-Gleißner-Preises', 'Autor', 'Literatur (20. Jahrhundert)', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Literatur (Österreich)', 'Roman, Epik', 'Essay', 'Hörspielautor', 'Träger des Kulturpreises des Landes Oberösterreich', 'Theodor-Körner-Preisträger', 'Anton-Wildgans-Preisträger', 'Schriftsteller (Linz)', 'Österreicher', 'Geboren 1953', 'Frau', 'Träger des Heinrich-Gleißner-Preises']"
Horst Scheuermann,"['Brigadegeneral (Heer der Bundeswehr)', 'Kommandeur der Panzergrenadierbrigade 19 (Heer der Bundeswehr)', 'Absolvent der Führungsakademie der Bundeswehr', 'Oberleutnant (Heer der Wehrmacht)', 'Deutscher Kriegsgefangener der Vereinigten Staaten', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1921', 'Gestorben 2010', 'Mann']"
Paul Egon Schiffers,"['Musiker (Deutschland)', 'Filmkomponist', 'Popmusiker', 'Künstler (Wolfsburg)', 'Gitarrist', 'Perkussionist', 'Deutscher', 'Geboren 1978', 'Mann']"
Waltraud Starck,"['Theaterregisseur', 'Filmschauspieler', 'Theaterschauspieler', 'Hörspielsprecher', 'Träger der Kulturmedaille des Landes Oberösterreich', 'Österreicher', 'Darstellender Künstler (Linz)', 'Person (Wiener Neustadt)', 'Geboren 1942', 'Frau']"
Werner Schreiner (Historiker),"['Eisenbahnhistoriker', 'Verkehrswissenschaftler', 'Politiker (Neustadt an der Weinstraße)', 'Autor', 'SPD-Mitglied', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1947', 'Mann']"
Klaus Weinmann,"['Landtagsabgeordneter (Rheinland-Pfalz)', 'Bürgermeister (Landkreis Bernkastel-Wittlich)', 'Träger des Bundesverdienstkreuzes am Bande', 'Träger der Freiherr-vom-Stein-Plakette (Rheinland-Pfalz)', 'SPD-Mitglied', 'Politiker (20. Jahrhundert)', 'Deutscher', 'Geboren 1931', 'Mann']"
Lutz-Günther Fleischer,"['Verfahrenstechnikingenieur', 'Ingenieurwissenschaftler', 'Hochschullehrer (Humboldt-Universität zu Berlin)', 'Hochschullehrer (Technische Universität Berlin)', 'Träger des Vaterländischen Verdienstordens in Bronze', 'Träger des Vaterländischen Verdienstordens in Silber', 'SED-Mitglied', 'Mitglied der Leibniz-Sozietät', 'Deutscher', 'DDR-Bürger', 'Geboren 1938', 'Mann']"
Ines Veith,"['Aufarbeitung der SED-Diktatur]]; Ergänze [[Kategorie:Person (Aufarbeitung der SED-Diktatur)', 'Journalist (Deutschland)', 'Autor', 'Person (Aufarbeitung der SED-Diktatur)', 'Deutscher', 'Geboren 1955', 'Frau']"
Richard Schaeffler,"['Geschichtsphilosoph', 'Religionsphilosoph', 'Philosoph (20. Jahrhundert)', 'Römisch-katholischer Theologe (20. Jahrhundert)', 'Ehrendoktor der Albert-Ludwigs-Universität Freiburg', 'Ehrendoktor der Hochschule für Philosophie München', 'Hochschullehrer (Ruhr-Universität Bochum)', 'Hochschullehrer (HfPh München)', 'Deutscher', 'Geboren 1926', 'Gestorben 2019', 'Mann']"
Hans Helfritz (Rechtswissenschaftler),"['Rechtswissenschaftler (20. Jahrhundert)', 'Hochschullehrer (Universität Breslau)', 'Hochschullehrer (Friedrich-Alexander-Universität Erlangen-Nürnberg, Standort Erlangen)', 'Hochschullehrer (Humboldt-Universität zu Berlin)', 'Rektor der Universität Breslau', 'Hochschullehrer (Universität Tartu)', 'Ministerialbeamter (Deutschland)', 'Beamter (Preußen)', 'Verwaltungsjurist', 'Ehrendoktor der Westfälischen Wilhelms-Universität', 'Träger des Großen Bundesverdienstkreuzes', 'Rechtsritter (Johanniterorden)', 'Geheimer Regierungsrat', 'DNVP-Mitglied', 'Oberstleutnant (Heer der Wehrmacht)', 'Hauptmann (Heer des Deutschen Kaiserreiches)', 'Kurator der Universität Tartu', 'Corpsstudent (19. Jahrhundert)', 'Person (Greifswald)', 'Deutscher', 'Geboren 1877', 'Gestorben 1958', 'Mann']"
Stephan Schiffner,"['Fußballkommentator', 'Sportjournalist', 'Journalist (Deutschland)', 'Deutscher', 'Geboren 1968', 'Mann']"
Siegfried Straub,"['Autor', 'Literatur (Deutsch)', 'Literatur (20. Jahrhundert)', 'Lyrik', 'Württemberger', 'Deutscher', 'Geboren 1894', 'Gestorben 1915', 'Mann']"
Thomas Straub,"['Ökonom (21. Jahrhundert)', 'Hochschullehrer (Universität Genf)', 'Deutscher', 'Geboren 1973', 'Mann']"
General-Anzeiger für Hamburg-Altona,"['Verleger (19. Jahrhundert)', 'Verleger (20. Jahrhundert)', 'Verleger (Essen)', 'Stadtrat (Essen)', 'Deutscher', 'Geboren 1838', 'Gestorben 1918', 'Mann', 'Kommerzienrat', 'Träger des Roten Adlerordens 4. Klasse', 'Ehrenbürger von Bad Honnef']"
Heinrich Schreiner,"['Staatssekretär (Rheinland-Pfalz)', 'CDU-Mitglied', 'Träger des Großen Bundesverdienstkreuzes mit Stern', 'Träger des Gregoriusordens (Ausprägung unbekannt)', 'Deutscher', 'Geboren 1927', 'Gestorben 2009', 'Mann', 'Obermayer Award']"
Orgellandschaft Hessen,"['Orgelbauer', 'Person (Bad Ems)', 'Deutscher', 'Geboren 1756', 'Gestorben 1832', 'Mann', 'Orgellandschaft Rheinland', 'Orgellandschaft Hessen']"
Christian Weygand,"['Person (Berlin)', 'Synchronsprecher', 'Hörspielsprecher', 'Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Mann']"
Barbara Schnitzler,"['Mitglied der Bankiersfamilie Schnitzler|Barbara', 'Theaterschauspieler', 'Filmschauspieler', 'Hörspielsprecher', 'Künstler (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1953', 'Frau']"
Fritz Schwarz (Architekt),"['Architekt (Schweiz)', 'Schweizer', 'Geboren 1931', 'Mann']"
Madeleine Dietz,"['Bildhauer (Deutschland)', 'Mitglied im Deutschen Künstlerbund', 'Person (Mannheim)', 'Deutscher', 'Geboren 1953', 'Frau']"
Corina Dietz,"['Filmeditor', 'Deutscher', 'Geboren 1953', 'Frau']"
Wilhelm Fuchs (Bibliothekar),"['Bibliothekar', 'Bibliothekar (Münster)', 'Rechtsbibliothekar', 'Rechtswissenschaftler (20. Jahrhundert)', 'Hochschullehrer (Georg-August-Universität Göttingen)', 'Deutscher', 'Geboren 1886', 'Gestorben 1973', 'Mann']"
Benjamin Starck,"['Wikipedia:Vorlagenfehler/Vorlage:DDB', 'Lutherischer Geistlicher (16. Jahrhundert)', 'Lutherischer Geistlicher (17. Jahrhundert)', 'Lutherischer Theologe (16. Jahrhundert)', 'Lutherischer Theologe (17. Jahrhundert)', 'Person (Mühlhausen/Thüringen)', 'Deutscher', 'Geboren 1554', 'Gestorben 1634', 'Mann']"
Franz Stark (Philologe),"['Mitglied der Frankfurter Nationalversammlung', 'Onomastiker', 'Person (Český Krumlov)', 'Geboren 1818', 'Gestorben 1880', 'Mann']"
Wilhelm Girardet,"['Verleger (19. Jahrhundert)', 'Verleger (20. Jahrhundert)', 'Verleger (Essen)', 'Stadtrat (Essen)', 'Deutscher', 'Geboren 1838', 'Gestorben 1918', 'Mann', 'Kommerzienrat', 'Träger des Roten Adlerordens 4. Klasse', 'Ehrenbürger von Bad Honnef']"
Stephan Schiffers,"['Musiker (Deutschland)', 'Filmkomponist', 'Popmusiker', 'Künstler (Wolfsburg)', 'Gitarrist', 'Perkussionist', 'Deutscher', 'Geboren 1978', 'Mann']"
Tino Kießling,"['Person (Berlin)', 'Synchronsprecher', 'Hörspielsprecher', 'Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Mann']"
Adolf Lohse (Manager),"['Industriemanager', 'Person (Siemens)', 'Träger des Großen Bundesverdienstkreuzes mit Stern', 'Träger des Bayerischen Verdienstordens', 'Person (Deutsche Bank AG)', 'Person (Deutsche Bundespost)', 'Deutscher', 'Geboren 1902', 'Gestorben 1967', 'Mann']"
Günther Weinmann,"['Richter (Oberlandesgericht Stuttgart)', 'Träger des Großen Bundesverdienstkreuzes mit Stern', 'Träger des Großen Silbernen Ehrenzeichens mit dem Stern für Verdienste um die Republik Österreich', 'Deutscher', 'Geboren 1924', 'Mann']"
Cornelia Rauh,"['Unternehmer (19. Jahrhundert)', 'Mitglied der Freikonservativen Partei', 'Mitglied des Preußischen Abgeordnetenhauses', 'Unternehmer (Breslau)', 'Unternehmer (Düren)', 'Mitglied der Unternehmerfamilie Schoeller|Leopold', 'Deutscher', 'Geboren 1830', 'Gestorben 1896', 'Mann']"
Lars Wernecke,"['Autor', 'Literatur (Deutsch)', 'Literatur (20. Jahrhundert)', 'Literatur (21. Jahrhundert)', 'Drama', 'Theaterregisseur', 'Deutscher', 'Geboren 1966', 'Mann']"
Rudi Scheuermann,"['Künstler (Deutschland)', 'Steinmetz (Deutschland)', 'Bildhauer (Deutschland)', 'Zeitgenössischer Künstler', 'Person (Neustadt an der Weinstraße)', 'Person (Koblenz)', 'Deutscher', 'Geboren 1929', 'Gestorben 2016', 'Mann']"
Ur-Krostitzer Jahresring,"['Landeshistoriker', 'Neuzeithistoriker', 'Mittelalterhistoriker', 'Hochschullehrer (Universität Leipzig)', 'Deutscher', 'Geboren 1930', 'Mann']"
Hanna Dietz,"['Autor', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1969', 'Frau']"
Wilhelm Feit,"['Chemiker (19. Jahrhundert)', 'Chemiker (20. Jahrhundert)', 'Autor', 'Träger des Nationalpreises der DDR II. Klasse für Wissenschaft und Technik', 'Ehrendoktor der Technischen Universität Berlin', 'Ehrenbürger von Aschersleben', 'Ehrenbürger von Staßfurt', 'Deutscher', 'Geboren 1867', 'Gestorben 1956', 'Mann', 'Träger der Leibniz-Medaille']"
Steffen Schäffler,"['Filmregisseur', 'Drehbuchautor', 'Animator', 'Deutscher', 'Geboren 1968', 'Mann']"
Joachim Thalmann,"['Musikwissenschaftler', 'Autor', 'Herausgeber', 'Deutscher', 'Geboren 1953', 'Mann']"
Ulrike Scheuermann,"['Psychologe', 'Deutscher', 'Geboren 1968', 'Frau', 'Sachbuchautor']"
Julius Schnitzler (Unternehmer),"['Mann', 'Unternehmer (Nordrhein-Westfalen)', 'Textilunternehmer (19. Jahrhundert)', 'Träger des Roten Adlerordens 4. Klasse', 'Ehrenbürger von Leverkusen', 'Geboren 1806', 'Gestorben 1884', 'Deutscher', 'Politiker (Leverkusen)', 'Beigeordneter (Nordrhein-Westfalen)']"
Kurt Schreiner,"['Fußballspieler (Kickers Offenbach)', 'Fußballspieler (VfR Frankenthal)', 'Fußballspieler (VfR Mannheim)', 'Fußballtrainer (Kickers Offenbach)', 'Deutscher', 'Geboren 1924', 'Gestorben 2003', 'Mann']"
Julie Virginie Scheuermann,"['Bildhauer (Deutschland)', 'Autor', 'Übersetzer aus dem Französischen', 'Übersetzer aus dem Ukrainischen', 'Übersetzer ins Deutsche', 'Lyrik', 'Essay', 'Literatur (Deutsch)', 'Person (Frankfurt am Main)', 'Deutscher', 'Geboren 1878', 'Gestorben 1942', 'Frau']"
Bruno Droste,"['Komponist (Deutschland)', 'Deutscher', 'Geboren 1918', 'Gestorben 1969', 'Mann']"
Edgar Wolfrum,"['Neuzeithistoriker', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Deutscher', 'Geboren 1960', 'Mann']"
Bernd Kissel,"['Comiczeichner (Deutschland)', 'Zeichner (Deutschland)', 'Deutscher', 'Geboren 1978', 'Mann']"
Franz Kess,"['Absolvent der Martin-Luther-Universität Halle-Wittenberg', 'Pädagoge (17. Jahrhundert)', 'Schulleiter (Naumburg (Saale))', 'Person (Zwickau)', 'Deutscher', 'Geboren 1584', 'Gestorben im 17. Jahrhundert', 'Mann', 'Absolvent der Martin-Luther-Universität Halle-Wittenberg']"
Theodor Vogelstein,"['Bankier', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'Deutscher', 'Geboren 1880', 'Gestorben 1957', 'Mann']"
Friedrich Kießling (Elektroingenieur),"['Elektroingenieur', 'Autor', 'Literatur (20. Jahrhundert)', 'Sachliteratur', 'Person (Baiersdorf)', 'Deutscher', 'Geboren 1935', 'Gestorben 2019', 'Mann']"
Holger Stark (Journalist),"['Investigativjournalist', 'Zeitungsjournalist', 'Journalist (Deutschland)', 'Person (Spiegel-Verlag)', 'Träger des Nannen Preises', 'Deutscher', 'Geboren 1970', 'Mann']"
Helmuth Schreiner,"['Praktischer Theologe', 'Hochschullehrer (Universität Rostock)', 'Hochschullehrer (Westfälische Wilhelms-Universität)', 'Evangelischer Theologe (20. Jahrhundert)', 'Person (Diakonie)', 'Evangelischer Geistlicher (20. Jahrhundert)', 'Korporierter im Wingolf', 'DNVP-Mitglied', 'Ehrendoktor der Humboldt-Universität zu Berlin', 'Lutherischer Theologe (20. Jahrhundert)', 'Lutherischer Geistlicher (20. Jahrhundert)', 'Deutscher', 'Geboren 1893', 'Gestorben 1962', 'Mann']"
Peter Kees,"['Bildender Künstler (Deutschland)', 'Künstler (Bayreuth)', 'Deutscher', 'Geboren 1965', 'Mann']"
Friedrich von Schoeler,"['General der Infanterie (Königreich Preußen)', 'Person in den Koalitionskriegen (Preußen)', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Roten Adlerordens 1. Klasse', 'Adliger', 'Deutscher', 'Geboren 1771', 'Gestorben 1855', 'Mann']"
Walter Kappe,"['Journalist (Deutschland)', 'Journalist (Vereinigte Staaten)', 'NSDAP-Mitglied', 'Träger des Goldenen Parteiabzeichens der NSDAP', 'Person der NS-Propaganda', 'Militärperson (Abwehr)', 'Deutscher Emigrant in den Vereinigten Staaten', 'Geschichte der Vereinigten Staaten (1918–1945)', 'Mitglied im Jungdeutschen Orden', 'Deutscher', 'Geboren 1905', 'Gestorben 1944', 'Mann']"
Fabian Kießling,"['Radiologe', 'Mediziner (21. Jahrhundert)', 'Autor', 'Hochschullehrer (RWTH Aachen)', 'Deutscher', 'Geboren 1972', 'Mann']"
Hilde Wernicke,"['Psychiater', 'Krankenmorde im Nationalsozialismus', 'Mediziner (20. Jahrhundert)', 'NSDAP-Mitglied', 'Hingerichtete Person (NS-Täter)', 'Hingerichtete Person (Deutschland unter alliierter Besatzung)', 'Deutscher', 'Geboren 1899', 'Gestorben 1947', 'Frau']"
Stephan Rudas,"['Psychiater', 'Publizist', 'Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Österreicher', 'Geboren 1944', 'Gestorben 2010', 'Mann']"
Hans Dietz,"['Angehöriger der Waffen-SS', 'Deutscher', 'Geboren 1908', 'Gestorben 1993', 'Mann', 'Lagerarzt im KZ Dachau', 'Lagerarzt im KZ Flossenbürg', 'Wikipedia:Geburts- oder Sterbeort unbekannt']"
Ernst Scheffler,"['Namensgeber für eine Pflanzengattung', 'Mediziner (18. Jahrhundert)', 'Mineraloge', 'Absolvent der Albertus-Universität Königsberg', 'Mitglied der Naturforschenden Gesellschaft in Danzig', 'Freimaurer (18. Jahrhundert)', 'Deutscher', 'Geboren 1739', 'Gestorben im 19. Jahrhundert', 'Mann', 'Namensgeber für eine Pflanzengattung']"
Paul von Schnitzler,"['Mitglied der Bankiersfamilie Schnitzler|Paul', 'Wirtschaftsjurist', 'Corpsstudent (19. Jahrhundert)', 'Person (Köln)', 'Person (I.G. Farben)', 'Deutscher', 'Adliger', 'Geboren 1856', 'Gestorben 1932', 'Mann']"
